,product name,price,image url,category,product dimensions,brand,capacity,configuration,energy star,model,annual energy consumption,refrigerator fresh food capacity,freezer capacity,installation type,part number,form factor,special features,colour,voltage,number of drawers,defrost system,door orientation,door material,shelf type,number of shelves,certification,material,included components,batteries required,manufacturer,country of origin,asin,customer reviews,best sellers rank,date first available,packer,item weight,item dimensions lxwxh,net quantity,generic name,energy efficiency,volume capacity name,batteries included,model name,door material type,model number,number of memory sticks,item model number,item height,item width,wattage,power source,are batteries included?,importer,specific product use,manufacturer part number,size,stain resistant?,assembly required,special feature,cooling type,capacity name,exterior,position,volume,viscosity,imported by,weighted annual energy consumption,style,access location,package dimensions,battery cell type,finish type,mounting hardware,number of items,noise level,ice storage capacity,drawer type,bottle count,color,item part number,primary material,what is in the box?,locking mechanism,mattress comfort,weight,control console,energy efficiency rating,number of doors,is assembly required,shelf material,other display features,whats in the box,number of vents,pattern,item shape,frame type,frame material,orientation,target audience,connector type,inner material type,number of racks,cooling power,product benefits,material type free,item form,hair type,material feature,age range (description),recommended uses for product,scent,mounting type,shipping weight,specific uses for product,item volume,surface recommendation,special ingredients,air flow capacity,controls type,reservoir capacity,standby power consumption,number of speeds,liquid volume,energy consumption,airflow displacement,number of option cycles,shape,specific uses,power and plug description,eu energy efficiency label,start year,compatible devices,operating voltage,maximum voltage,filter type,floor area,operation mode,room type,max number of supported devices,batteries,hardware platform,display technology,battery description,includes rechargeable battery,connectivity technology,does it contain liquid?,maximum rotational speed,noise level spinning,number of standard cycles,noise level washing,contains liquid contents,package information,lower temperature rating,cycle options,noise level drying,controller type,capacity per washing program,standard capacity cycle,setting type,hose length,number of settings,number of jets,water consumption,spinning performance rating,washing performance rating,drying performance rating,water consumption per complete standard program,additional information,lighting,closure type,number of sets,department,storage volume,fuel type,water resistance level,specification met,oven cooking mode,control type,door style,cable length,burner type,outer material,product care instructions,fill material,number of pieces,footboard upholstery,auto focus included,heating method,is dishwasher safe,temperature range,series,fabric type,with lid,is oven safe,bulb shape size,incandescent equivalent wattage,item package quantity,light source wattage,control method,assembly type,warranty summary,speed,bowl material,is microwaveable,occasion,output wattage,has nonstick coating,inner material,capacitance,number of slices,display type,number of programmes,furniture finish,min temperature setting,max temperature setting,warranty type,weight limit,horsepower,lid material,screen size,supported internet services,resolution,refresh rate,model year,ram memory installed size,operating system,hardware interface,graphics coprocessor,tuner technology,response time,remote control description,standing screen display size,viewing angle,image aspect ratio,image contrast ratio,supported image types,screen resolution,audio input compatible with the item,audio output mode,supported audio formats,speaker surround sound channel configuration,video capture resolution,audio wattage,gsm frequencies,total usb ports,actual viewing angle,includes remote,supports bluetooth technology,memory storage capacity,remote control technology,image brightness,battery cell composition,maximum operating distance,media format,aspect ratio,battery power rating,total power outlets,maximum resolution,speakers maximum output power,processor count,wire or cable technology,surround sound channel configuration,audio encoding,ram memory maximum size,light source type,cable feature,colour screen,audio input,processor brand,processor type,cellular technology,display resolution maximum,total hdmi ports
976,IFB 20 litre Convection Microwave Oven (Black),"12,490.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71dJuyKVtKL._AC_SS450_.jpg,microwave oven,39D x 45W x 26H Centimeters,IFB,20 litres,,,20BC4,,,,Countertop,20BC4,,"71 Standard Menus, Auto reheat, deodorize, Delay Start, Keep Warm, Power Save, Overheating Protection, Sensor Malfunction Protection",Black,230 Volts,,Defrost,Left,,,,,Polyurethane,Microwave Unit,No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd",India,B00OLP0GKY,4.3  4.3 out of 5 stars        996 ratings    4.3 out of 5 stars,"#145,587 in Home & Kitchen (See Top 100 in Home & Kitchen)  #58 in Microwave Ovens",17 October 2014,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",16 kg,39 x 45.2 x 26.2 Centimeters,1 Count,Microwave Oven,,,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"71 Standard Menus, Auto reheat, deodorize, Delay Start, Keep Warm, Power Save, Overheating Protection, Sensor Malfunction Protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,"IFB 30 L Convection Microwave Oven (30SC4, Metallic Silver), STANDARD","13,390.",https://m.media-amazon.com/images/I/61aGG7ePLSL._AC_SS450_.jpg,microwave oven,11.8D x 21.2W x 17.2H Centimeters,IFB,30 litres,,,30SC4,,,,Countertop,30SC4,,"101 Auto Cook Menus, Steam Clean, Deodorize, Timer option, Auto Reheat, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection, Express Cooking",Silver,230 Volts,,Defrost,Left,,,,,Stainless Steel,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",China,B00OLUNDTK,"4.4  4.4 out of 5 stars        1,328 ratings    4.4 out of 5 stars","#31,427 in Home & Kitchen (See Top 100 in Home & Kitchen)  #31 in Microwave Ovens",17 October 2014,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",18 kg 400 g,43.8 x 53.9 x 30 Centimeters,1 Count,Microwave Ovens,,,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"101 Auto Cook Menus, Steam Clean, Deodorize, Timer option, Auto Reheat, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection, Express Cooking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","13,290.",https://m.media-amazon.com/images/I/71Z5bXA9duL._AC_SS450_.jpg,microwave oven,28D x 48W x 41H Centimeters,IFB,25 litres,,,25SC4,800 Watts,,,Countertop,25SC4,,Auto_cook,Silver,230 Volts,,Defrost,Left,,,,,,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",India,B00P1KGR8I,"4.3  4.3 out of 5 stars        1,780 ratings    4.3 out of 5 stars","#32,754 in Home & Kitchen (See Top 100 in Home & Kitchen)  #4 in Combination Convection & Microwave Ovens",18 November 2014,"IFB Industries Ltd , 14 Taratola Road, Kolkata, India",16 kg 100 g,48 x 28 x 41 Centimeters,1 count,Microwave Oven,,,No,,,,,,,,800 Watts,,,"IFB Industries, Verna Industrial Estate, Goa - 403722",,,,,,Auto_cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","13,990.",https://m.media-amazon.com/images/I/71y4Gs7IB2L._AC_SS450_.jpg,microwave oven,28D x 48W x 41H Centimeters,IFB,25 litres,,,25BC4,,,,Countertop,25BC4,,"101 Standard Menus, Steam Clean, Deodorize, Timer option, Auto Reheat, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection, Express Cooking",Black,230 Volts,,Auto Defrost,Left,,,,,Stainless Steel,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",India,B00PRO3CI6,4.2  4.2 out of 5 stars        490 ratings    4.2 out of 5 stars,"#140,499 in Home & Kitchen (See Top 100 in Home & Kitchen)  #93 in Oven Toaster Grills",18 November 2014,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",16 kg,41.5 x 48.3 x 28.1 Centimeters,1 Count,Microwave Ovens,,,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"101 Standard Menus, Steam Clean, Deodorize, Timer option, Auto Reheat, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection, Express Cooking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","7,999",,microwave oven,47.1D x 51.3W x 30.6H Centimeters,Panasonic,27 litres,,,NN-CD674MFDG,,,,Countertop,NN-CD674MFDG,,Tact Button/Jog Dial,Silver,,,Defrost,Left,,,,,Stainless Steel,1,No,"Panasonic, Panasonic",,B00RE448IA,4.1  4.1 out of 5 stars        173 ratings    4.1 out of 5 stars,"#206,282 in Home & Kitchen (See Top 100 in Home & Kitchen)  #67 in Microwave Ovens",24 December 2014,Panasonic,19 kg,2.3 x 1.94 x 1.41 Meters,1 set,Microwave,,,No,,,,,,,,900 Watts,,,Panasonic,,,,,,Tact Button/Jog Dial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,"IFB 20 L Grill Microwave Oven (20PG4S, Black/ Silver)","8,890.",,microwave oven,10.3D x 17.8W x 14.4H Centimeters,IFB,20 litres,,,20PG4S,,,,Countertop,20PG4S,,"61 auto-cook menu options, express cooking, auto reheat and deodorize, weight defrost, steam clean and multi stage",Black,,,Defrost,Left,,,,,Stainless Steel,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",China,B015AAV3PA,4.3  4.3 out of 5 stars        555 ratings    4.3 out of 5 stars,"#15,537 in Home & Kitchen (See Top 100 in Home & Kitchen)  #25 in Microwave Ovens",12 September 2015,"IFB Industries, Verna Industrial Estate, Goa - 403722",13 kg 300 g,39.1 x 45.2 x 26.2 Centimeters,1 Count,Microwave Ovens,,20 litres,No,,,,,,,,800 Watts,,,"IFB Industries, Verna Industrial Estate, Goa - 403722",,,,,,"61 auto-cook menu options, express cooking, auto reheat and deodorize, weight defrost, steam clean and multi stage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360 Heat Wrap, Magic Grill)","11,190.",,microwave oven,47.1D x 51.3W x 30.6H Centimeters,Panasonic,27 litres,,,NN-CT645BFDG,,,,Countertop,NN-CT645BFDG,,Auto Cook,Black Mirror,,,Defrost,Left,,,,,,1,No,"Panasonic, Panasonic",Thailand,B016D4KCA4,"4.5  4.5 out of 5 stars        1,585 ratings    4.5 out of 5 stars","#4,409 in Home & Kitchen (See Top 100 in Home & Kitchen)  #10 in Microwave Ovens",9 October 2015,Panasonic,4 kg 500 g,2.02 x 1.68 x 1.2 Meters,1 set,Microwave Oven,,27 litres,No,,,,,,,,800 Watts,,,Panasonic,,,,,,Auto Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,"IFB 30 L Convection Microwave Oven (30FRC2, Floral Pattern) (Black), STANDARD","15,890.",https://m.media-amazon.com/images/I/717XfVZ0iOL._AC_SS450_.jpg,microwave oven,53.9D x 30W x 44H Centimeters,IFB,30 litres,,,30FRC2,,,,Countertop,30FRC2,,"101 Auto Cook Menus, Steam Clean, Disinfect, Deodorize, Timer option, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection",Black,230 Volts,,Defrost,Left,metal,,,,Metal,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd No 3, East Xingpu Avenue, Huangpu Town, Zhonghshan City, Guangdong China ZIP 528429",China,B016XZP3DY,"4.4  4.4 out of 5 stars        2,976 ratings    4.4 out of 5 stars","#11,304 in Home & Kitchen (See Top 100 in Home & Kitchen)  #2 in Multifunctional Microwaves",21 October 2015,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",19 kg 300 g,44 x 53.9 x 30 Centimeters,1 Count,Microwave Oven,,30,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"101 Auto Cook Menus, Steam Clean, Disinfect, Deodorize, Timer option, Digital Clock, Power Save, Keep Warm, Overheating Protection, Sensor Malfunction Protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit), Standard","14,490.",https://m.media-amazon.com/images/I/71IWpC2j2kL._AC_SS450_.jpg,microwave oven,53.9D x 30W x 44H Centimeters,IFB,30 litres,,,30BRC2,1400 Watts,,,Countertop,30BRC2,,"Auto reheat, Timer option, Express cook/Quick start, Intelligent system cooling, Digital Clock, 101 Standard Menus, Various Cooking Mode, Convection Temperature (40~200 ), Preheat, Keep Warm, Auto Programs, Sound on/off, Ceramic, Temperature Setting",Black,230,,Defrost,Left,,,,,Alloy Steel,"1 Microwave Oven, Warranty Card, User Manual and Starter Kit",No,"Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd, Guangdong Galanz Microwave Oven and Electrical Appliances Manufacturing Co. Ltd",China,B016ZLKJSU,"4.3  4.3 out of 5 stars        5,563 ratings    4.3 out of 5 stars","#5,393 in Home & Kitchen (See Top 100 in Home & Kitchen)  #11 in Microwave Ovens",22 October 2015,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",9 kg 100 g,44 x 53.9 x 30 Centimeters,1 Count,Microwave Oven,,,No,,,,,,,,800 Watts,,,"IFB Industries Ltd.L-1, Verna, Goa, India-403722 0832-3044800/01 Customerservice@ifbglobal.com",,,,,,"Auto reheat, Timer option, Express cook/Quick start, Intelligent system cooling, Digital Clock, 101 Standard Menus, Various Cooking Mode, Convection Temperature (40~200 ), Preheat, Keep Warm, Auto Programs, Sound on/off, Ceramic, Temperature Setting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,Cast Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360 Motorised Rotisserie & Diet Fry)","15,890.",,microwave oven,12D x 20.1W x 19.5H Centimeters,LG,28 litres,,,MC2886BRUM,,,,Countertop,MC2886BRUM,,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Black,,,Defrost,Left,,,,,ABS,1,No,"LG, LG",India,B01LF927AU,"4.4  4.4 out of 5 stars        1,242 ratings    4.4 out of 5 stars","#15,693 in Home & Kitchen (See Top 100 in Home & Kitchen)  #18 in Oven Toaster Grills",2 September 2016,LG,,2.01 x 1.2 x 1.95 Meters,1 set,,,28 litres,No,,,,,,,,1950 Watts,,,LG,,,,,,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,"Samsung 21 L Convection Microwave Oven (CE76JD-B/XTL, Black)","10,399.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/91V1olB78WL._AC_SS450_.jpg,microwave oven,,Samsung,21 litres,,,CE76JD-B/XTL,,,,Countertop,CE76JD-B/XTL,,Touch Panel,Black,,,Defrost,Left,,,,,Ceramic,"Microwave oven, Wire rack and Quick guide label",No,"Samsung India Electronics Limited, Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",,B01LSXOZOY,4.0  4.0 out of 5 stars        81 ratings    4.0 out of 5 stars,"#377,419 in Home & Kitchen (See Top 100 in Home & Kitchen)  #100 in Microwave Ovens",8 September 2016,"Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",15 kg,30.9 x 33 x 21.1 Centimeters,1 count,MWO,,21 litres,No,,,,,,,,2350 Watts,,,"Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",,,,,,Touch Panel,,,,,,,"Samsung India Electronics Private Limited, Gurgaon (India), 180057267864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,"LG 21 L All In One Convection Microwave Oven (MC2146BL, Black)","11,000.",,microwave oven,47.5D x 46W x 28H Centimeters,LG,21 litres,,,MC2146BL.DBKQILN,,,,Countertop,MC2146BL,,"Programmable, Auto_cook, Defrost, Interior_light, Timer, Turntable , Rack, Control_panel_lock, Self-cleaning,",Black,230 Volts,,Defrost,Left,,,,,ABS,"1 Microwave Oven, 1 User Manual, 1 Warranty Card",No,"LG, LG Electronics, Udyog Vihar, Surajpur Kasna Road 201306| serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999",India,B01LW2O7D4,4.3  4.3 out of 5 stars        594 ratings    4.3 out of 5 stars,"#129,500 in Home & Kitchen (See Top 100 in Home & Kitchen)  #5 in Combination Convection & Microwave Ovens",9 September 2016,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",62 kg,68.5 x 60 x 170 Centimeters,1 count,Microwave Oven,,,No,,,,,,,,1860 Watts,,,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",,,,,,"Programmable, Auto_cook, Defrost, Interior_light, Timer, Turntable , Rack, Control_panel_lock, Self-cleaning,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,"LG 32 L Convection Microwave Oven (MC3286BRUM, Black)","17,490.",https://m.media-amazon.com/images/I/810Tu+JdJ8L._AC_SS450_.jpg,microwave oven,53.3D x 53W x 32.2H Centimeters,LG,32 litres,,,MC3286BRUM,,,,Countertop,MC3286BRUM,,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",Black,230 Volts,,Defrost,Left,,,,,ABS,"Microwave oven, Owner's manual, Recipe manual, Cook book, Shelf, Milk container, Rotisserie bar and handle, Glass tray and tawa and Rotating ring",No,"LG, LG Electronics India Pvt. Ltd., 51 Udyog Vihar, Gr. Noida  (U.P) - 201306",India,B01LWE0QJK,"4.4  4.4 out of 5 stars        2,490 ratings    4.4 out of 5 stars","#5,803 in Home & Kitchen (See Top 100 in Home & Kitchen)  #12 in Microwave Ovens",9 September 2016,"LG Electronics India Pvt. Ltd. , 51 Udyog Vihar, Gr. Noida  (U.P) - 201306",22 kg 600 g,53 x 31.5 x 52 Centimeters,1 Count,Microwave Oven,,,No,,,,,,,,2500 Watts,,,"Regd. Office: A  24/6, Mohan Cooperative Ind Estate, Mathura Road, New Delhi  110044",,,,,,"Programmable, Auto_cook, Control_panel_lock, Defrost, Interior_light, Self-cleaning, Timer, Turntable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,2400 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electric, Convection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Able MC808WAR Microwave Oven Membrane keypad (White),700.,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/713BeIa1QAL._AC_SS450_.jpg,microwave oven,,,,,,,,,,,,,,,,,,,,,,,,Circuit,,"Able, ABLE +919969256369/ +919969399940",India,B01M4PDN73,,"#118,416 in Home & Kitchen (See Top 100 in Home & Kitchen)  #97 in Microwave Oven Replacement Parts",,BY ABLE MUMBAI MR SANJAY MARATHE,30 g,,,,,,,,,,,MC-808WAR LG,,,,,,MADE IN INDIA BY ABLE MUMBAI,,,,,,,,,,,,,MADE IN INDIA ABLE MUMBAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,ABLE C23K101 Microwave Oven Membrane Keypad,750.,https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/81Ow0+hwXqL._AC_SS450_.jpg,microwave oven,,Able,,,,C23K101,,,,,,,,,,,,,,,,,Plastic,,No,Able,India,B01MXZ0YRS,2.9  2.9 out of 5 stars        5 ratings    2.9 out of 5 stars,"#76,915 in Home & Kitchen (See Top 100 in Home & Kitchen)  #61 in Microwave Oven Replacement Parts",15 December 2016,,,,,,,,No,,,,,C23K101,,,,,,MADE IN INDIA BY ABLE MUMBAI,,,,,,,,,,,,,INDIA MADE ABLE MUMBAI,,,,,,,Circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C23K101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
